iter	Passed	Remaining
468	710	804
469	711	802
470	712	800
471	713	798
472	714	796
473	715	794
474	717	792
475	718	790
476	719	788
477	720	786
478	721	784
479	722	782
480	723	780
481	724	778
482	725	777
483	727	775
484	728	773
485	729	771
486	730	769
487	731	767
488	732	765
489	733	763
490	734	761
491	736	760
492	737	758
493	738	756
494	739	754
495	740	752
496	741	750
497	742	748
498	743	746
499	745	745
500	746	743
501	747	741
502	749	740
503	750	738
504	752	737
505	753	735
506	754	733
507	755	731
508	756	729
509	757	728
510	758	726
511	760	724
512	761	722
513	762	721
514	763	719
515	764	717
516	765	715
517	766	713
518	768	711
519	769	710
520	770	708
521	771	706
522	772	704
523	773	702
524	774	701
525	776	699
526	777	697
527	778	695
528	779	693
529	780	692
530	781	690
531	782	688
532	783	686
533	784	684
534	785	683
535	787	681
536	788	679
537	789	677
538	790	676
539	791	674
540	792	672
541	793	670
542	795	669
543	796	667
544	797	665
545	798	663
546	799	662
547	800	660
548	801	658
549	802	656
550	804	655
551	805	653
552	806	651
553	807	650
554	808	648
555	809	646
556	810	644
557	811	643
558	813	641
559	814	639
560	815	637
561	816	636
562	817	634
563	818	632
564	819	631
565	820	629
566	821	627
567	823	626
568	824	624
569	825	622
570	826	620
571	827	619
572	828	617
573	829	615
574	830	614
575	832	612
576	833	610
577	834	609
578	835	607
579	836	605
580	837	603
581	838	602
582	839	600
583	840	598
584	841	597
585	843	595
586	844	593
587	845	592
588	846	590
589	847	588
590	848	587
591	849	585
592	850	584
593	852	582
594	853	580
595	854	579
596	855	577
597	856	575
598	857	574
599	858	572
600	860	571
601	861	569
602	862	567
603	863	566
604	865	564
605	866	563
606	867	561
607	868	560
608	869	558
609	871	556
610	872	555
611	873	553
612	874	552
613	875	550
614	877	549
615	878	547
616	879	546
617	881	544
618	882	543
619	883	541
620	884	540
621	886	538
622	887	536
623	888	535
624	890	534
625	891	532
626	892	530
627	893	529
628	894	527
629	896	526
630	899	526
631	901	524
632	902	523
633	904	522
634	907	521
635	909	520
636	910	518
637	912	517
638	914	516
639	917	516
640	920	515
641	922	514
642	924	513
643	926	512
644	929	511
645	930	510
646	932	508
647	933	507
648	934	505
649	936	504
650	937	502
651	939	501
652	940	499
653	941	498
654	943	496
655	944	495
656	946	494
657	947	492
658	949	491
659	951	490
660	953	488
661	954	487
662	955	485
663	957	484
664	958	483
665	960	481
666	962	480
667	963	478
668	965	477
669	966	475
670	967	474
671	969	473
672	970	471
673	972	470
674	973	468
675	974	467
676	976	465
677	978	464
678	979	463
679	980	461
680	982	460
681	983	458
682	986	458
683	988	456
684	989	455
685	991	453
686	993	452
687	994	451
688	995	449
689	997	448
690	998	446
691	1000	445
692	1001	443
693	1003	442
694	1005	441
695	1006	439
696	1007	438
697	1008	436
698	1010	435
699	1011	433
700	1013	432
701	1015	431
702	1016	429
703	1018	428
704	1020	426
705	1022	425
706	1023	424
707	1025	422
708	1026	421
709	1028	419
710	1030	418
711	1032	417
712	1034	416
713	1035	414
714	1037	413
715	1040	412
716	1041	411
717	1043	409
718	1045	408
719	1047	407
720	1048	405
721	1050	404
722	1051	402
723	1053	401
724	1054	400
725	1056	398
726	1058	397
727	1060	396
728	1061	394
729	1063	393
730	1065	392
731	1066	390
732	1068	389
733	1069	387
734	1071	386
735	1072	384
736	1073	383
737	1075	381
738	1076	380
739	1078	378
740	1079	377
741	1081	375
742	1082	374
743	1083	372
744	1084	371
745	1086	370
746	1089	368
747	1091	367
748	1093	366
749	1094	364
750	1096	363
751	1097	361
752	1098	360
753	1100	358
754	1101	357
755	1102	355
756	1103	354
757	1105	352
758	1106	351
759	1107	349
760	1109	348
761	1110	346
762	1111	345
763	1112	343
764	1113	342
765	1115	340
766	1116	339
767	1117	337
768	1118	335
769	1119	334
770	1120	332
771	1121	331
772	1122	329
773	1123	328
774	1124	326
775	1125	324
776	1126	323
777	1127	321
778	1128	320
779	1129	318
780	1130	317
781	1131	315
782	1132	313
783	1133	312
784	1134	310
785	1135	309
786	1136	307
787	1138	306
788	1139	304
789	1140	303
790	1141	301
791	1142	299
792	1143	298
793	1144	296
794	1145	295
795	1146	293
796	1147	292
797	1148	290
798	1149	289
799	1150	287
800	1151	286
801	1152	284
802	1153	282
803	1154	281
804	1155	279
805	1156	278
806	1157	276
807	1158	275
808	1159	273
809	1160	272
810	1161	270
811	1162	269
812	1164	267
813	1165	266
814	1166	264
815	1167	263
816	1168	261
817	1169	260
818	1170	258
819	1171	257
820	1172	255
821	1173	254
822	1174	252
823	1175	251
824	1176	249
825	1177	248
826	1178	246
827	1179	245
828	1180	243
829	1181	242
830	1182	240
831	1183	239
832	1184	237
833	1185	236
834	1186	234
835	1188	233
836	1189	231
837	1190	230
838	1191	228
839	1192	227
840	1193	225
841	1194	224
842	1195	222
843	1196	221
844	1197	219
845	1198	218
846	1199	216
847	1200	215
848	1201	213
849	1202	212
850	1203	210
851	1204	209
852	1205	207
853	1206	206
854	1207	204
855	1208	203
856	1209	201
857	1211	200
858	1212	199
859	1213	197
860	1214	196
861	1215	194
862	1216	193
863	1217	191
864	1218	190
865	1219	188
866	1220	187
867	1221	185
868	1222	184
869	1224	182
870	1225	181
871	1226	179
872	1227	178
873	1228	177
874	1229	175
875	1230	174
876	1231	172
877	1232	171
878	1233	169
879	1234	168
880	1235	166
881	1236	165
882	1237	163
883	1238	162
884	1239	161
885	1240	159
886	1241	158
887	1242	156
888	1243	155
889	1244	153
890	1245	152
891	1246	150
892	1247	149
893	1248	148
894	1249	146
895	1250	145
896	1251	143
897	1252	142
898	1253	140
899	1255	139
900	1256	138
901	1257	136
902	1258	135
903	1259	133
904	1260	132
905	1261	130
906	1262	129
907	1263	127
908	1264	126
909	1265	125
910	1266	123
911	1267	122
912	1268	120
913	1269	119
914	1270	117
915	1271	116
916	1272	115
917	1273	113
918	1274	112
919	1275	110
920	1276	109
921	1277	108
922	1278	106
923	1279	105
924	1280	103
925	1281	102
926	1282	100
927	1283	99
928	1284	98
929	1285	96
930	1286	95
931	1287	93
932	1288	92
933	1289	91
934	1290	89
935	1291	88
936	1292	86
937	1293	85
938	1294	84
939	1295	82
940	1296	81
941	1297	79
942	1298	78
943	1299	77
944	1300	75
945	1301	74
946	1302	72
947	1303	71
948	1304	70
949	1305	68
950	1306	67
951	1307	65
952	1308	64
953	1309	63
954	1310	61
955	1311	60
956	1312	58
957	1313	57
958	1315	56
959	1316	54
960	1317	53
961	1318	52
962	1320	50
963	1321	49
964	1322	47
965	1323	46
966	1325	45
967	1326	43
968	1327	42
969	1329	41
970	1330	39
971	1332	38
972	1333	37
973	1334	35
974	1335	34
975	1336	32
976	1337	31
977	1339	30
978	1340	28
979	1341	27
980	1342	26
981	1343	24
982	1344	23
983	1345	21
984	1346	20
985	1347	19
986	1348	17
987	1349	16
988	1350	15
989	1352	13
990	1353	12
991	1354	10
992	1355	9
993	1356	8
994	1357	6
995	1358	5
996	1359	4
997	1361	2
998	1362	1
999	1363	0
